"STATISTIC Label","Quarter","Eircode Output","UNIT","VALUE"
"New Dwelling Completion","2019Q1","E32: Carrick-on-Suir","Number","6"
"New Dwelling Completion","2019Q1","E34: Tipperary","Number","12"
"New Dwelling Completion","2019Q1","E41: Thurles","Number","18"
"New Dwelling Completion","2019Q1","E45: Nenagh","Number","10"
"New Dwelling Completion","2019Q1","E53: Roscrea","Number","3"
"New Dwelling Completion","2019Q1","E91: Clonmel","Number","15"
"New Dwelling Completion","2019Q1","F12: Claremorris","Number","8"
"New Dwelling Completion","2019Q1","F23: Castlebar","Number","20"
"New Dwelling Completion","2019Q1","F26: Ballina","Number","22"
"New Dwelling Completion","2019Q1","F28: Westport","Number","40"
"New Dwelling Completion","2019Q1","F31: Ballinrobe","Number","1"
"New Dwelling Completion","2019Q1","F35: Ballyhaunis","Number","1"
"New Dwelling Completion","2019Q1","F42: Roscommon","Number","11"
"New Dwelling Completion","2019Q1","F45: Castlerea","Number","10"
"New Dwelling Completion","2019Q1","F52: Boyle","Number","4"
"New Dwelling Completion","2019Q1","F56: Ballymote","Number","2"
"New Dwelling Completion","2019Q1","F91: Sligo","Number","9"
"New Dwelling Completion","2019Q1","F92: Letterkenny","Number","37"
"New Dwelling Completion","2019Q1","F93: Lifford","Number","23"
"New Dwelling Completion","2019Q1","F94: Donegal","Number","25"
"New Dwelling Completion","2019Q1","H12: Cavan","Number","9"
"New Dwelling Completion","2019Q1","H14: Belturbet","Number","4"
"New Dwelling Completion","2019Q1","H16: Cootehill","Number","5"
"New Dwelling Completion","2019Q1","H18: Monaghan","Number","15"
"New Dwelling Completion","2019Q1","H23: Clones","Number","2"
"New Dwelling Completion","2019Q1","H53: Ballinasloe","Number","29"
"New Dwelling Completion","2019Q1","H54: Tuam","Number","15"
"New Dwelling Completion","2019Q1","H62: Loughrea","Number","5"
"New Dwelling Completion","2019Q1","H65: Athenry","Number","6"
"New Dwelling Completion","2019Q1","H71: Clifden","Number","4"
"New Dwelling Completion","2019Q1","H91: Galway","Number","121"
"New Dwelling Completion","2019Q1","K32: Balbriggan","Number","53"
"New Dwelling Completion","2019Q1","K34: Skerries","Number","11"
"New Dwelling Completion","2019Q1","K36: Malahide","Number","73"
"New Dwelling Completion","2019Q1","K45: Lusk","Number","3"
"New Dwelling Completion","2019Q1","K56: Rush","Number","10"
"New Dwelling Completion","2019Q1","K67: Swords","Number","42"
"New Dwelling Completion","2019Q1","K78: Lucan","Number","123"
"New Dwelling Completion","2019Q1","N37: Athlone","Number","22"
"New Dwelling Completion","2019Q1","N39: Longford","Number","41"
"New Dwelling Completion","2019Q1","N41: Carrick-on-Shannon","Number","13"
"New Dwelling Completion","2019Q1","N91: Mullingar","Number","42"
"New Dwelling Completion","2019Q1","P12: Macroom","Number","10"
"New Dwelling Completion","2019Q1","P14: Crookstown","Number","3"
"New Dwelling Completion","2019Q1","P17: Kinsale","Number","21"
"New Dwelling Completion","2019Q1","P24: Cobh","Number","9"
"New Dwelling Completion","2019Q1","P25: Midleton","Number","18"
"New Dwelling Completion","2019Q1","P31: Ballincollig","Number","28"
"New Dwelling Completion","2019Q1","P32: Rylane","Number","2"
"New Dwelling Completion","2019Q1","P36: Youghal","Number","6"
"New Dwelling Completion","2019Q1","P43: Carrigaline","Number","47"
"New Dwelling Completion","2019Q1","P47: Dunmanway","Number","7"
"New Dwelling Completion","2019Q1","P51: Mallow","Number","31"
"New Dwelling Completion","2019Q1","P56: Charleville","Number","0"
"New Dwelling Completion","2019Q1","P61: Fermoy","Number","10"
"New Dwelling Completion","2019Q1","P67: Mitchelstown","Number","5"
"New Dwelling Completion","2019Q1","P72: Bandon","Number","25"
"New Dwelling Completion","2019Q1","P75: Bantry","Number","8"
"New Dwelling Completion","2019Q1","P81: Skibbereen","Number","6"
"New Dwelling Completion","2019Q1","P85: Clonakilty","Number","22"
"New Dwelling Completion","2019Q1","R14: Athy","Number","8"
"New Dwelling Completion","2019Q1","R21: Mhuine Bheag","Number","1"
"New Dwelling Completion","2019Q1","R32: Portlaoise","Number","31"
"New Dwelling Completion","2019Q1","R35: Tullamore","Number","30"
"New Dwelling Completion","2019Q1","R42: Birr","Number","6"
"New Dwelling Completion","2019Q1","R45: Edenderry","Number","1"
"New Dwelling Completion","2019Q1","R51: Kildare","Number","48"
"New Dwelling Completion","2019Q1","R56: Curragh","Number","7"
"New Dwelling Completion","2019Q1","R93: Carlow","Number","40"
"New Dwelling Completion","2019Q1","R95: Kilkenny","Number","44"
"New Dwelling Completion","2019Q1","T12: Cork Southside","Number","73"
"New Dwelling Completion","2019Q1","T23: Cork Northside","Number","64"
"New Dwelling Completion","2019Q1","T34: Carrignavar","Number","2"
"New Dwelling Completion","2019Q1","T45: Glanmire","Number","19"
"New Dwelling Completion","2019Q1","T56: Watergrasshill","Number","19"
"New Dwelling Completion","2019Q1","V14: Shannon","Number","3"
"New Dwelling Completion","2019Q1","V15: Kilrush","Number","6"
"New Dwelling Completion","2019Q1","V23: Caherciveen","Number","5"
"New Dwelling Completion","2019Q1","V31: Listowel","Number","6"
"New Dwelling Completion","2019Q1","V35: Kilmallock","Number","7"
"New Dwelling Completion","2019Q1","V42: Newcastle West","Number","6"
"New Dwelling Completion","2019Q1","V92: Tralee","Number","19"
"New Dwelling Completion","2019Q1","V93: Killarney","Number","49"
"New Dwelling Completion","2019Q1","V94: Limerick","Number","85"
"New Dwelling Completion","2019Q1","V95: Ennis","Number","39"
"New Dwelling Completion","2019Q1","W12: Newbridge","Number","23"
"New Dwelling Completion","2019Q1","W23: Celbridge","Number","138"
"New Dwelling Completion","2019Q1","W34: Monasterevin","Number","18"
"New Dwelling Completion","2019Q1","W91: Naas","Number","162"
"New Dwelling Completion","2019Q1","X35: Dungarvan","Number","22"
"New Dwelling Completion","2019Q1","X42: Kilmacthomas","Number","8"
"New Dwelling Completion","2019Q1","X91: Waterford","Number","38"
"New Dwelling Completion","2019Q1","Y14: Arklow","Number","20"
"New Dwelling Completion","2019Q1","Y21: Enniscorthy","Number","38"
"New Dwelling Completion","2019Q1","Y25: Gorey","Number","27"
"New Dwelling Completion","2019Q1","Y34: New Ross","Number","11"
"New Dwelling Completion","2019Q1","Y35: Wexford","Number","61"
"New Dwelling Completion","2019Q2","All","Number","4812"
"New Dwelling Completion","2019Q2","A41: Ballyboughal","Number","22"
"New Dwelling Completion","2019Q2","A42: Garristown","Number","2"
"New Dwelling Completion","2019Q2","A45: Oldtown","Number","0"
"New Dwelling Completion","2019Q2","A63: Greystones","Number","107"
"New Dwelling Completion","2019Q2","A67: Wicklow","Number","65"
"New Dwelling Completion","2019Q2","A75: Castleblaney","Number","16"
"New Dwelling Completion","2019Q2","A81: Carrickmacross","Number","16"
"New Dwelling Completion","2019Q2","A82: Kells","Number","21"
"New Dwelling Completion","2019Q2","A83: Enfield","Number","11"
"New Dwelling Completion","2019Q2","A84: Ashbourne","Number","67"
"New Dwelling Completion","2019Q2","A85: Dunshaughlin","Number","183"
"New Dwelling Completion","2019Q2","A86: Dunboyne","Number","1"
"New Dwelling Completion","2019Q2","A91: Dundalk","Number","88"
"New Dwelling Completion","2019Q2","A92: Drogheda","Number","133"
"New Dwelling Completion","2019Q2","A94: Blackrock","Number","12"
"New Dwelling Completion","2019Q2","A96: Glenageary","Number","34"
"New Dwelling Completion","2019Q2","A98: Bray","Number","29"
"New Dwelling Completion","2019Q2","C15: Navan","Number","142"
"New Dwelling Completion","2019Q2","D01: Dublin 1","Number","25"
"New Dwelling Completion","2019Q2","D02: Dublin 2","Number","17"
"New Dwelling Completion","2019Q2","D03: Dublin 3","Number","17"
"New Dwelling Completion","2019Q2","D04: Dublin 4","Number","24"
"New Dwelling Completion","2019Q2","D05: Dublin 5","Number","15"
"New Dwelling Completion","2019Q2","D06: Dublin 6","Number","9"
"New Dwelling Completion","2019Q2","D07: Dublin 7","Number","6"
"New Dwelling Completion","2019Q2","D08: Dublin 8","Number","41"
"New Dwelling Completion","2019Q2","D09: Dublin 9","Number","86"
"New Dwelling Completion","2019Q2","D10: Dublin 10","Number","0"
"New Dwelling Completion","2019Q2","D11: Dublin 11","Number","35"
"New Dwelling Completion","2019Q2","D12: Dublin 12","Number","9"
"New Dwelling Completion","2019Q2","D13: Dublin 13","Number","77"
"New Dwelling Completion","2019Q2","D14: Dublin 14","Number","98"
"New Dwelling Completion","2019Q2","D15: Dublin 15","Number","133"
"New Dwelling Completion","2019Q2","D16: Dublin 16","Number","61"
"New Dwelling Completion","2019Q2","D17: Dublin 17","Number","0"
"New Dwelling Completion","2019Q2","D18: Dublin 18","Number","32"
"New Dwelling Completion","2019Q2","D20: Dublin 20","Number","0"
"New Dwelling Completion","2019Q2","D22: Dublin 22","Number","30"
"New Dwelling Completion","2019Q2","D24: Dublin 24","Number","160"
"New Dwelling Completion","2019Q2","D6W: Dublin 6W","Number","113"
"New Dwelling Completion","2019Q2","E21: Cahir","Number","6"
"New Dwelling Completion","2019Q2","E25: Cashel","Number","7"
"New Dwelling Completion","2019Q2","E32: Carrick-on-Suir","Number","3"
"New Dwelling Completion","2019Q2","E34: Tipperary","Number","4"
"New Dwelling Completion","2019Q2","E41: Thurles","Number","23"
"New Dwelling Completion","2019Q2","E45: Nenagh","Number","13"
"New Dwelling Completion","2019Q2","E53: Roscrea","Number","6"
"New Dwelling Completion","2019Q2","E91: Clonmel","Number","22"
"New Dwelling Completion","2019Q2","F12: Claremorris","Number","13"
"New Dwelling Completion","2019Q2","F23: Castlebar","Number","19"
"New Dwelling Completion","2019Q2","F26: Ballina","Number","27"
"New Dwelling Completion","2019Q2","F28: Westport","Number","25"
"New Dwelling Completion","2019Q2","F31: Ballinrobe","Number","3"
"New Dwelling Completion","2019Q2","F35: Ballyhaunis","Number","0"
"New Dwelling Completion","2019Q2","F42: Roscommon","Number","11"
"New Dwelling Completion","2019Q2","F45: Castlerea","Number","16"
"New Dwelling Completion","2019Q2","F52: Boyle","Number","5"
"New Dwelling Completion","2019Q2","F56: Ballymote","Number","3"
"New Dwelling Completion","2019Q2","F91: Sligo","Number","36"
"New Dwelling Completion","2019Q2","F92: Letterkenny","Number","55"
"New Dwelling Completion","2019Q2","F93: Lifford","Number","35"
"New Dwelling Completion","2019Q2","F94: Donegal","Number","20"
"New Dwelling Completion","2019Q2","H12: Cavan","Number","7"
"New Dwelling Completion","2019Q2","H14: Belturbet","Number","5"
"New Dwelling Completion","2019Q2","H16: Cootehill","Number","6"
"New Dwelling Completion","2019Q2","H18: Monaghan","Number","25"
"New Dwelling Completion","2019Q2","H23: Clones","Number","0"
"New Dwelling Completion","2019Q2","H53: Ballinasloe","Number","27"
"New Dwelling Completion","2019Q2","H54: Tuam","Number","43"
"New Dwelling Completion","2019Q2","H62: Loughrea","Number","10"
"New Dwelling Completion","2019Q2","H65: Athenry","Number","5"
"New Dwelling Completion","2019Q2","H71: Clifden","Number","3"
"New Dwelling Completion","2019Q2","H91: Galway","Number","151"
"New Dwelling Completion","2019Q2","K32: Balbriggan","Number","64"
"New Dwelling Completion","2019Q2","K34: Skerries","Number","17"
"New Dwelling Completion","2019Q2","K36: Malahide","Number","61"
"New Dwelling Completion","2019Q2","K45: Lusk","Number","12"
"New Dwelling Completion","2019Q2","K56: Rush","Number","39"
"New Dwelling Completion","2019Q2","K67: Swords","Number","51"
"New Dwelling Completion","2019Q2","K78: Lucan","Number","134"
"New Dwelling Completion","2019Q2","N37: Athlone","Number","20"
"New Dwelling Completion","2019Q2","N39: Longford","Number","18"
"New Dwelling Completion","2019Q2","N41: Carrick-on-Shannon","Number","6"
"New Dwelling Completion","2019Q2","N91: Mullingar","Number","46"
"New Dwelling Completion","2019Q2","P12: Macroom","Number","13"
"New Dwelling Completion","2019Q2","P14: Crookstown","Number","4"
"New Dwelling Completion","2019Q2","P17: Kinsale","Number","35"
"New Dwelling Completion","2019Q2","P24: Cobh","Number","17"
"New Dwelling Completion","2019Q2","P25: Midleton","Number","49"
"New Dwelling Completion","2019Q2","P31: Ballincollig","Number","48"
"New Dwelling Completion","2019Q2","P32: Rylane","Number","9"
"New Dwelling Completion","2019Q2","P36: Youghal","Number","7"
"New Dwelling Completion","2019Q2","P43: Carrigaline","Number","71"
"New Dwelling Completion","2019Q2","P47: Dunmanway","Number","6"
"New Dwelling Completion","2019Q2","P51: Mallow","Number","35"
"New Dwelling Completion","2019Q2","P56: Charleville","Number","7"
"New Dwelling Completion","2019Q2","P61: Fermoy","Number","11"
"New Dwelling Completion","2019Q2","P67: Mitchelstown","Number","7"
"New Dwelling Completion","2019Q2","P72: Bandon","Number","24"
"New Dwelling Completion","2019Q2","P75: Bantry","Number","12"
"New Dwelling Completion","2019Q2","P81: Skibbereen","Number","15"
"New Dwelling Completion","2019Q2","P85: Clonakilty","Number","13"
"New Dwelling Completion","2019Q2","R14: Athy","Number","9"
"New Dwelling Completion","2019Q2","R21: Mhuine Bheag","Number","4"
"New Dwelling Completion","2019Q2","R32: Portlaoise","Number","39"
"New Dwelling Completion","2019Q2","R35: Tullamore","Number","21"
"New Dwelling Completion","2019Q2","R42: Birr","Number","9"
"New Dwelling Completion","2019Q2","R45: Edenderry","Number","5"
"New Dwelling Completion","2019Q2","R51: Kildare","Number","35"
"New Dwelling Completion","2019Q2","R56: Curragh","Number","13"
"New Dwelling Completion","2019Q2","R93: Carlow","Number","39"
"New Dwelling Completion","2019Q2","R95: Kilkenny","Number","29"
"New Dwelling Completion","2019Q2","T12: Cork Southside","Number","78"
"New Dwelling Completion","2019Q2","T23: Cork Northside","Number","61"
"New Dwelling Completion","2019Q2","T34: Carrignavar","Number","4"
"New Dwelling Completion","2019Q2","T45: Glanmire","Number","7"
"New Dwelling Completion","2019Q2","T56: Watergrasshill","Number","12"
"New Dwelling Completion","2019Q2","V14: Shannon","Number","31"
"New Dwelling Completion","2019Q2","V15: Kilrush","Number","7"
"New Dwelling Completion","2019Q2","V23: Caherciveen","Number","9"
"New Dwelling Completion","2019Q2","V31: Listowel","Number","10"
"New Dwelling Completion","2019Q2","V35: Kilmallock","Number","11"
"New Dwelling Completion","2019Q2","V42: Newcastle West","Number","9"
"New Dwelling Completion","2019Q2","V92: Tralee","Number","41"
"New Dwelling Completion","2019Q2","V93: Killarney","Number","40"
"New Dwelling Completion","2019Q2","V94: Limerick","Number","170"
"New Dwelling Completion","2019Q2","V95: Ennis","Number","59"
"New Dwelling Completion","2019Q2","W12: Newbridge","Number","16"
"New Dwelling Completion","2019Q2","W23: Celbridge","Number","120"
"New Dwelling Completion","2019Q2","W34: Monasterevin","Number","14"
"New Dwelling Completion","2019Q2","W91: Naas","Number","205"
"New Dwelling Completion","2019Q2","X35: Dungarvan","Number","16"
"New Dwelling Completion","2019Q2","X42: Kilmacthomas","Number","5"
"New Dwelling Completion","2019Q2","X91: Waterford","Number","64"
"New Dwelling Completion","2019Q2","Y14: Arklow","Number","21"
"New Dwelling Completion","2019Q2","Y21: Enniscorthy","Number","49"
"New Dwelling Completion","2019Q2","Y25: Gorey","Number","56"
"New Dwelling Completion","2019Q2","Y34: New Ross","Number","7"
"New Dwelling Completion","2019Q2","Y35: Wexford","Number","65"
"New Dwelling Completion","2019Q3","All","Number","5624"
"New Dwelling Completion","2019Q3","A41: Ballyboughal","Number","2"
"New Dwelling Completion","2019Q3","A42: Garristown","Number","4"
"New Dwelling Completion","2019Q3","A45: Oldtown","Number","1"
"New Dwelling Completion","2019Q3","A63: Greystones","Number","102"
"New Dwelling Completion","2019Q3","A67: Wicklow","Number","201"
"New Dwelling Completion","2019Q3","A75: Castleblaney","Number","14"
"New Dwelling Completion","2019Q3","A81: Carrickmacross","Number","28"
"New Dwelling Completion","2019Q3","A82: Kells","Number","33"
"New Dwelling Completion","2019Q3","A83: Enfield","Number","23"
"New Dwelling Completion","2019Q3","A84: Ashbourne","Number","30"
"New Dwelling Completion","2019Q3","A85: Dunshaughlin","Number","109"
"New Dwelling Completion","2019Q3","A86: Dunboyne","Number","5"
"New Dwelling Completion","2019Q3","A91: Dundalk","Number","120"
"New Dwelling Completion","2019Q3","A92: Drogheda","Number","149"
"New Dwelling Completion","2019Q3","A94: Blackrock","Number","16"
"New Dwelling Completion","2019Q3","A96: Glenageary","Number","209"
"New Dwelling Completion","2019Q3","A98: Bray","Number","14"
"New Dwelling Completion","2019Q3","C15: Navan","Number","150"
"New Dwelling Completion","2019Q3","D01: Dublin 1","Number","15"
"New Dwelling Completion","2019Q3","D02: Dublin 2","Number","4"
"New Dwelling Completion","2019Q3","D03: Dublin 3","Number","5"
"New Dwelling Completion","2019Q3","D04: Dublin 4","Number","25"
"New Dwelling Completion","2019Q3","D05: Dublin 5","Number","4"
"New Dwelling Completion","2019Q3","D06: Dublin 6","Number","27"
"New Dwelling Completion","2019Q3","D07: Dublin 7","Number","21"
"New Dwelling Completion","2019Q3","D08: Dublin 8","Number","50"
"New Dwelling Completion","2019Q3","D09: Dublin 9","Number","136"
"New Dwelling Completion","2019Q3","D10: Dublin 10","Number","19"
"New Dwelling Completion","2019Q3","D11: Dublin 11","Number","11"
"New Dwelling Completion","2019Q3","D12: Dublin 12","Number","30"
"New Dwelling Completion","2019Q3","D13: Dublin 13","Number","140"
"New Dwelling Completion","2019Q3","D14: Dublin 14","Number","119"
"New Dwelling Completion","2019Q3","D15: Dublin 15","Number","168"
"New Dwelling Completion","2019Q3","D16: Dublin 16","Number","156"
"New Dwelling Completion","2019Q3","D17: Dublin 17","Number","24"
"New Dwelling Completion","2019Q3","D18: Dublin 18","Number","77"
"New Dwelling Completion","2019Q3","D20: Dublin 20","Number","1"
"New Dwelling Completion","2019Q3","D22: Dublin 22","Number","65"
"New Dwelling Completion","2019Q3","D24: Dublin 24","Number","111"
"New Dwelling Completion","2019Q3","D6W: Dublin 6W","Number","88"
"New Dwelling Completion","2019Q3","E21: Cahir","Number","2"
"New Dwelling Completion","2019Q3","E25: Cashel","Number","4"
"New Dwelling Completion","2019Q3","E32: Carrick-on-Suir","Number","3"
"New Dwelling Completion","2019Q3","E34: Tipperary","Number","30"
"New Dwelling Completion","2019Q3","E41: Thurles","Number","16"
"New Dwelling Completion","2019Q3","E45: Nenagh","Number","13"
"New Dwelling Completion","2019Q3","E53: Roscrea","Number","2"
"New Dwelling Completion","2019Q3","E91: Clonmel","Number","10"
"New Dwelling Completion","2019Q3","F12: Claremorris","Number","14"
"New Dwelling Completion","2019Q3","F23: Castlebar","Number","23"
"New Dwelling Completion","2019Q3","F26: Ballina","Number","28"
"New Dwelling Completion","2019Q3","F28: Westport","Number","22"
"New Dwelling Completion","2019Q3","F31: Ballinrobe","Number","5"
"New Dwelling Completion","2019Q3","F35: Ballyhaunis","Number","4"
"New Dwelling Completion","2019Q3","F42: Roscommon","Number","14"
"New Dwelling Completion","2019Q3","F45: Castlerea","Number","12"
"New Dwelling Completion","2019Q3","F52: Boyle","Number","4"
"New Dwelling Completion","2019Q3","F56: Ballymote","Number","5"
"New Dwelling Completion","2019Q3","F91: Sligo","Number","27"
"New Dwelling Completion","2019Q3","F92: Letterkenny","Number","72"
"New Dwelling Completion","2019Q3","F93: Lifford","Number","46"
"New Dwelling Completion","2019Q3","F94: Donegal","Number","15"
"New Dwelling Completion","2019Q3","H12: Cavan","Number","14"
"New Dwelling Completion","2019Q3","H14: Belturbet","Number","2"
"New Dwelling Completion","2019Q3","H16: Cootehill","Number","3"
"New Dwelling Completion","2019Q3","H18: Monaghan","Number","57"
"New Dwelling Completion","2019Q3","H23: Clones","Number","0"
"New Dwelling Completion","2019Q3","H53: Ballinasloe","Number","28"
"New Dwelling Completion","2019Q3","H54: Tuam","Number","38"
"New Dwelling Completion","2019Q3","H62: Loughrea","Number","19"
"New Dwelling Completion","2019Q3","H65: Athenry","Number","17"
"New Dwelling Completion","2019Q3","H71: Clifden","Number","4"
"New Dwelling Completion","2019Q3","H91: Galway","Number","193"
"New Dwelling Completion","2019Q3","K32: Balbriggan","Number","62"
"New Dwelling Completion","2019Q3","K34: Skerries","Number","3"
"New Dwelling Completion","2019Q3","K36: Malahide","Number","156"
"New Dwelling Completion","2019Q3","K45: Lusk","Number","27"
"New Dwelling Completion","2019Q3","K56: Rush","Number","25"
"New Dwelling Completion","2019Q3","K67: Swords","Number","34"
"New Dwelling Completion","2019Q3","K78: Lucan","Number","113"
"New Dwelling Completion","2019Q3","N37: Athlone","Number","25"
"New Dwelling Completion","2019Q3","N39: Longford","Number","28"
"New Dwelling Completion","2019Q3","N41: Carrick-on-Shannon","Number","11"
"New Dwelling Completion","2019Q3","N91: Mullingar","Number","40"
"New Dwelling Completion","2019Q3","P12: Macroom","Number","13"
"New Dwelling Completion","2019Q3","P14: Crookstown","Number","3"
"New Dwelling Completion","2019Q3","P17: Kinsale","Number","22"
"New Dwelling Completion","2019Q3","P24: Cobh","Number","12"
"New Dwelling Completion","2019Q3","P25: Midleton","Number","25"
"New Dwelling Completion","2019Q3","P31: Ballincollig","Number","27"
"New Dwelling Completion","2019Q3","P32: Rylane","Number","3"
"New Dwelling Completion","2019Q3","P36: Youghal","Number","9"
"New Dwelling Completion","2019Q3","P43: Carrigaline","Number","26"
"New Dwelling Completion","2019Q3","P47: Dunmanway","Number","7"
"New Dwelling Completion","2019Q3","P51: Mallow","Number","60"
"New Dwelling Completion","2019Q3","P56: Charleville","Number","8"
"New Dwelling Completion","2019Q3","P61: Fermoy","Number","6"
"New Dwelling Completion","2019Q3","P67: Mitchelstown","Number","3"
"New Dwelling Completion","2019Q3","P72: Bandon","Number","25"
"New Dwelling Completion","2019Q3","P75: Bantry","Number","13"
"New Dwelling Completion","2019Q3","P81: Skibbereen","Number","5"
"New Dwelling Completion","2019Q3","P85: Clonakilty","Number","20"
"New Dwelling Completion","2019Q3","R14: Athy","Number","15"
"New Dwelling Completion","2019Q3","R21: Mhuine Bheag","Number","3"
"New Dwelling Completion","2019Q3","R32: Portlaoise","Number","79"
"New Dwelling Completion","2019Q3","R35: Tullamore","Number","24"
"New Dwelling Completion","2019Q3","R42: Birr","Number","9"
"New Dwelling Completion","2019Q3","R45: Edenderry","Number","18"
"New Dwelling Completion","2019Q3","R51: Kildare","Number","73"
"New Dwelling Completion","2019Q3","R56: Curragh","Number","3"
"New Dwelling Completion","2019Q3","R93: Carlow","Number","38"
"New Dwelling Completion","2019Q3","R95: Kilkenny","Number","81"
"New Dwelling Completion","2019Q3","T12: Cork Southside","Number","103"
"New Dwelling Completion","2019Q3","T23: Cork Northside","Number","32"
"New Dwelling Completion","2019Q3","T34: Carrignavar","Number","3"
"New Dwelling Completion","2019Q3","T45: Glanmire","Number","16"
"New Dwelling Completion","2019Q3","T56: Watergrasshill","Number","6"
"New Dwelling Completion","2019Q3","V14: Shannon","Number","0"
"New Dwelling Completion","2019Q3","V15: Kilrush","Number","6"
"New Dwelling Completion","2019Q3","V23: Caherciveen","Number","4"
"New Dwelling Completion","2019Q3","V31: Listowel","Number","5"
"New Dwelling Completion","2019Q3","V35: Kilmallock","Number","18"
"New Dwelling Completion","2019Q3","V42: Newcastle West","Number","11"
"New Dwelling Completion","2019Q3","V92: Tralee","Number","51"
"New Dwelling Completion","2019Q3","V93: Killarney","Number","47"
"New Dwelling Completion","2019Q3","V94: Limerick","Number","126"
"New Dwelling Completion","2019Q3","V95: Ennis","Number","70"
"New Dwelling Completion","2019Q3","W12: Newbridge","Number","30"
"New Dwelling Completion","2019Q3","W23: Celbridge","Number","162"
"New Dwelling Completion","2019Q3","W34: Monasterevin","Number","18"
"New Dwelling Completion","2019Q3","W91: Naas","Number","215"
"New Dwelling Completion","2019Q3","X35: Dungarvan","Number","26"
"New Dwelling Completion","2019Q3","X42: Kilmacthomas","Number","2"
"New Dwelling Completion","2019Q3","X91: Waterford","Number","113"
"New Dwelling Completion","2019Q3","Y14: Arklow","Number","25"
"New Dwelling Completion","2019Q3","Y21: Enniscorthy","Number","31"
"New Dwelling Completion","2019Q3","Y25: Gorey","Number","50"
"New Dwelling Completion","2019Q3","Y34: New Ross","Number","16"
"New Dwelling Completion","2019Q3","Y35: Wexford","Number","32"
"New Dwelling Completion","2019Q4","All","Number","6412"
"New Dwelling Completion","2019Q4","A41: Ballyboughal","Number","0"
"New Dwelling Completion","2019Q4","A42: Garristown","Number","4"
"New Dwelling Completion","2019Q4","A45: Oldtown","Number","2"
"New Dwelling Completion","2019Q4","A63: Greystones","Number","160"
"New Dwelling Completion","2019Q4","A67: Wicklow","Number","113"
"New Dwelling Completion","2019Q4","A75: Castleblaney","Number","22"
"New Dwelling Completion","2019Q4","A81: Carrickmacross","Number","21"
"New Dwelling Completion","2019Q4","A82: Kells","Number","33"
"New Dwelling Completion","2019Q4","A83: Enfield","Number","15"
"New Dwelling Completion","2019Q4","A84: Ashbourne","Number","8"
"New Dwelling Completion","2019Q4","A85: Dunshaughlin","Number","141"
"New Dwelling Completion","2019Q4","A86: Dunboyne","Number","3"
"New Dwelling Completion","2019Q4","A91: Dundalk","Number","120"
"New Dwelling Completion","2019Q4","A92: Drogheda","Number","161"
"New Dwelling Completion","2019Q4","A94: Blackrock","Number","17"
"New Dwelling Completion","2019Q4","A96: Glenageary","Number","74"
"New Dwelling Completion","2019Q4","A98: Bray","Number","13"
"New Dwelling Completion","2019Q4","C15: Navan","Number","95"
"New Dwelling Completion","2019Q4","D01: Dublin 1","Number","84"
"New Dwelling Completion","2019Q4","D02: Dublin 2","Number","0"
"New Dwelling Completion","2019Q4","D03: Dublin 3","Number","41"
"New Dwelling Completion","2019Q4","D04: Dublin 4","Number","57"
"New Dwelling Completion","2019Q4","D05: Dublin 5","Number","7"
"New Dwelling Completion","2019Q4","D06: Dublin 6","Number","7"
"New Dwelling Completion","2019Q4","D07: Dublin 7","Number","10"
"New Dwelling Completion","2019Q4","D08: Dublin 8","Number","145"
"New Dwelling Completion","2019Q4","D09: Dublin 9","Number","156"
"New Dwelling Completion","2019Q4","D10: Dublin 10","Number","0"
"New Dwelling Completion","2019Q4","D11: Dublin 11","Number","30"
"New Dwelling Completion","2019Q4","D12: Dublin 12","Number","122"
"New Dwelling Completion","2019Q4","D13: Dublin 13","Number","52"
"New Dwelling Completion","2019Q4","D14: Dublin 14","Number","23"
"New Dwelling Completion","2019Q4","D15: Dublin 15","Number","228"
"New Dwelling Completion","2019Q4","D16: Dublin 16","Number","56"
"New Dwelling Completion","2019Q4","D17: Dublin 17","Number","0"
"New Dwelling Completion","2019Q4","D18: Dublin 18","Number","108"
"New Dwelling Completion","2019Q4","D20: Dublin 20","Number","12"
"New Dwelling Completion","2019Q4","D22: Dublin 22","Number","13"
"New Dwelling Completion","2019Q4","D24: Dublin 24","Number","220"
"New Dwelling Completion","2019Q4","D6W: Dublin 6W","Number","5"
"New Dwelling Completion","2019Q4","E21: Cahir","Number","6"
"New Dwelling Completion","2019Q4","E25: Cashel","Number","7"
"New Dwelling Completion","2019Q4","E32: Carrick-on-Suir","Number","3"
"New Dwelling Completion","2019Q4","E34: Tipperary","Number","11"
"New Dwelling Completion","2019Q4","E41: Thurles","Number","16"
"New Dwelling Completion","2019Q4","E45: Nenagh","Number","8"
"New Dwelling Completion","2019Q4","E53: Roscrea","Number","7"
"New Dwelling Completion","2019Q4","E91: Clonmel","Number","16"
"New Dwelling Completion","2019Q4","F12: Claremorris","Number","17"
"New Dwelling Completion","2019Q4","F23: Castlebar","Number","30"
"New Dwelling Completion","2019Q4","F26: Ballina","Number","45"
"New Dwelling Completion","2019Q4","F28: Westport","Number","45"
"New Dwelling Completion","2019Q4","F31: Ballinrobe","Number","23"
"New Dwelling Completion","2019Q4","F35: Ballyhaunis","Number","9"
"New Dwelling Completion","2019Q4","F42: Roscommon","Number","20"
"New Dwelling Completion","2019Q4","F45: Castlerea","Number","17"
"New Dwelling Completion","2019Q4","F52: Boyle","Number","4"
