"STATISTIC Label","Quarter","Eircode Output","UNIT","VALUE"
"New Dwelling Completion","2012Q4","A86: Dunboyne","Number","0"
"New Dwelling Completion","2012Q4","A91: Dundalk","Number","44"
"New Dwelling Completion","2012Q4","A92: Drogheda","Number","41"
"New Dwelling Completion","2012Q4","A94: Blackrock","Number","2"
"New Dwelling Completion","2012Q4","A96: Glenageary","Number","19"
"New Dwelling Completion","2012Q4","A98: Bray","Number","7"
"New Dwelling Completion","2012Q4","C15: Navan","Number","27"
"New Dwelling Completion","2012Q4","D01: Dublin 1","Number","0"
"New Dwelling Completion","2012Q4","D02: Dublin 2","Number","2"
"New Dwelling Completion","2012Q4","D03: Dublin 3","Number","1"
"New Dwelling Completion","2012Q4","D04: Dublin 4","Number","1"
"New Dwelling Completion","2012Q4","D05: Dublin 5","Number","1"
"New Dwelling Completion","2012Q4","D06: Dublin 6","Number","3"
"New Dwelling Completion","2012Q4","D07: Dublin 7","Number","0"
"New Dwelling Completion","2012Q4","D08: Dublin 8","Number","4"
"New Dwelling Completion","2012Q4","D09: Dublin 9","Number","51"
"New Dwelling Completion","2012Q4","D10: Dublin 10","Number","0"
"New Dwelling Completion","2012Q4","D11: Dublin 11","Number","2"
"New Dwelling Completion","2012Q4","D12: Dublin 12","Number","5"
"New Dwelling Completion","2012Q4","D13: Dublin 13","Number","2"
"New Dwelling Completion","2012Q4","D14: Dublin 14","Number","2"
"New Dwelling Completion","2012Q4","D15: Dublin 15","Number","3"
"New Dwelling Completion","2012Q4","D16: Dublin 16","Number","8"
"New Dwelling Completion","2012Q4","D17: Dublin 17","Number","2"
"New Dwelling Completion","2012Q4","D18: Dublin 18","Number","4"
"New Dwelling Completion","2012Q4","D20: Dublin 20","Number","0"
"New Dwelling Completion","2012Q4","D22: Dublin 22","Number","14"
"New Dwelling Completion","2012Q4","D24: Dublin 24","Number","39"
"New Dwelling Completion","2012Q4","D6W: Dublin 6W","Number","1"
"New Dwelling Completion","2012Q4","E21: Cahir","Number","0"
"New Dwelling Completion","2012Q4","E25: Cashel","Number","4"
"New Dwelling Completion","2012Q4","E32: Carrick-on-Suir","Number","2"
"New Dwelling Completion","2012Q4","E34: Tipperary","Number","4"
"New Dwelling Completion","2012Q4","E41: Thurles","Number","9"
"New Dwelling Completion","2012Q4","E45: Nenagh","Number","6"
"New Dwelling Completion","2012Q4","E53: Roscrea","Number","7"
"New Dwelling Completion","2012Q4","E91: Clonmel","Number","11"
"New Dwelling Completion","2012Q4","F12: Claremorris","Number","9"
"New Dwelling Completion","2012Q4","F23: Castlebar","Number","3"
"New Dwelling Completion","2012Q4","F26: Ballina","Number","24"
"New Dwelling Completion","2012Q4","F28: Westport","Number","14"
"New Dwelling Completion","2012Q4","F31: Ballinrobe","Number","2"
"New Dwelling Completion","2012Q4","F35: Ballyhaunis","Number","1"
"New Dwelling Completion","2012Q4","F42: Roscommon","Number","5"
"New Dwelling Completion","2012Q4","F45: Castlerea","Number","5"
"New Dwelling Completion","2012Q4","F52: Boyle","Number","2"
"New Dwelling Completion","2012Q4","F56: Ballymote","Number","3"
"New Dwelling Completion","2012Q4","F91: Sligo","Number","9"
"New Dwelling Completion","2012Q4","F92: Letterkenny","Number","32"
"New Dwelling Completion","2012Q4","F93: Lifford","Number","34"
"New Dwelling Completion","2012Q4","F94: Donegal","Number","12"
"New Dwelling Completion","2012Q4","H12: Cavan","Number","10"
"New Dwelling Completion","2012Q4","H14: Belturbet","Number","4"
"New Dwelling Completion","2012Q4","H16: Cootehill","Number","3"
"New Dwelling Completion","2012Q4","H18: Monaghan","Number","11"
"New Dwelling Completion","2012Q4","H23: Clones","Number","1"
"New Dwelling Completion","2012Q4","H53: Ballinasloe","Number","13"
"New Dwelling Completion","2012Q4","H54: Tuam","Number","8"
"New Dwelling Completion","2012Q4","H62: Loughrea","Number","11"
"New Dwelling Completion","2012Q4","H65: Athenry","Number","9"
"New Dwelling Completion","2012Q4","H71: Clifden","Number","1"
"New Dwelling Completion","2012Q4","H91: Galway","Number","53"
"New Dwelling Completion","2012Q4","K32: Balbriggan","Number","8"
"New Dwelling Completion","2012Q4","K34: Skerries","Number","2"
"New Dwelling Completion","2012Q4","K36: Malahide","Number","13"
"New Dwelling Completion","2012Q4","K45: Lusk","Number","3"
"New Dwelling Completion","2012Q4","K56: Rush","Number","2"
"New Dwelling Completion","2012Q4","K67: Swords","Number","14"
"New Dwelling Completion","2012Q4","K78: Lucan","Number","21"
"New Dwelling Completion","2012Q4","N37: Athlone","Number","18"
"New Dwelling Completion","2012Q4","N39: Longford","Number","8"
"New Dwelling Completion","2012Q4","N41: Carrick-on-Shannon","Number","7"
"New Dwelling Completion","2012Q4","N91: Mullingar","Number","11"
"New Dwelling Completion","2012Q4","P12: Macroom","Number","9"
"New Dwelling Completion","2012Q4","P14: Crookstown","Number","0"
"New Dwelling Completion","2012Q4","P17: Kinsale","Number","9"
"New Dwelling Completion","2012Q4","P24: Cobh","Number","0"
"New Dwelling Completion","2012Q4","P25: Midleton","Number","10"
"New Dwelling Completion","2012Q4","P31: Ballincollig","Number","6"
"New Dwelling Completion","2012Q4","P32: Rylane","Number","2"
"New Dwelling Completion","2012Q4","P36: Youghal","Number","4"
"New Dwelling Completion","2012Q4","P43: Carrigaline","Number","9"
"New Dwelling Completion","2012Q4","P47: Dunmanway","Number","5"
"New Dwelling Completion","2012Q4","P51: Mallow","Number","25"
"New Dwelling Completion","2012Q4","P56: Charleville","Number","7"
"New Dwelling Completion","2012Q4","P61: Fermoy","Number","2"
"New Dwelling Completion","2012Q4","P67: Mitchelstown","Number","5"
"New Dwelling Completion","2012Q4","P72: Bandon","Number","7"
"New Dwelling Completion","2012Q4","P75: Bantry","Number","18"
"New Dwelling Completion","2012Q4","P81: Skibbereen","Number","16"
"New Dwelling Completion","2012Q4","P85: Clonakilty","Number","8"
"New Dwelling Completion","2012Q4","R14: Athy","Number","4"
"New Dwelling Completion","2012Q4","R21: Mhuine Bheag","Number","4"
"New Dwelling Completion","2012Q4","R32: Portlaoise","Number","25"
"New Dwelling Completion","2012Q4","R35: Tullamore","Number","11"
"New Dwelling Completion","2012Q4","R42: Birr","Number","8"
"New Dwelling Completion","2012Q4","R45: Edenderry","Number","3"
"New Dwelling Completion","2012Q4","R51: Kildare","Number","2"
"New Dwelling Completion","2012Q4","R56: Curragh","Number","2"
"New Dwelling Completion","2012Q4","R93: Carlow","Number","8"
"New Dwelling Completion","2012Q4","R95: Kilkenny","Number","36"
"New Dwelling Completion","2012Q4","T12: Cork Southside","Number","15"
"New Dwelling Completion","2012Q4","T23: Cork Northside","Number","11"
"New Dwelling Completion","2012Q4","T34: Carrignavar","Number","0"
"New Dwelling Completion","2012Q4","T45: Glanmire","Number","8"
"New Dwelling Completion","2012Q4","T56: Watergrasshill","Number","6"
"New Dwelling Completion","2012Q4","V14: Shannon","Number","3"
"New Dwelling Completion","2012Q4","V15: Kilrush","Number","6"
"New Dwelling Completion","2012Q4","V23: Caherciveen","Number","3"
"New Dwelling Completion","2012Q4","V31: Listowel","Number","7"
"New Dwelling Completion","2012Q4","V35: Kilmallock","Number","15"
"New Dwelling Completion","2012Q4","V42: Newcastle West","Number","3"
"New Dwelling Completion","2012Q4","V92: Tralee","Number","50"
"New Dwelling Completion","2012Q4","V93: Killarney","Number","20"
"New Dwelling Completion","2012Q4","V94: Limerick","Number","93"
"New Dwelling Completion","2012Q4","V95: Ennis","Number","27"
"New Dwelling Completion","2012Q4","W12: Newbridge","Number","2"
"New Dwelling Completion","2012Q4","W23: Celbridge","Number","32"
"New Dwelling Completion","2012Q4","W34: Monasterevin","Number","0"
"New Dwelling Completion","2012Q4","W91: Naas","Number","42"
"New Dwelling Completion","2012Q4","X35: Dungarvan","Number","9"
"New Dwelling Completion","2012Q4","X42: Kilmacthomas","Number","5"
"New Dwelling Completion","2012Q4","X91: Waterford","Number","21"
"New Dwelling Completion","2012Q4","Y14: Arklow","Number","5"
"New Dwelling Completion","2012Q4","Y21: Enniscorthy","Number","29"
"New Dwelling Completion","2012Q4","Y25: Gorey","Number","10"
"New Dwelling Completion","2012Q4","Y34: New Ross","Number","3"
"New Dwelling Completion","2012Q4","Y35: Wexford","Number","17"
"New Dwelling Completion","2013Q1","All","Number","889"
"New Dwelling Completion","2013Q1","A41: Ballyboughal","Number","5"
"New Dwelling Completion","2013Q1","A42: Garristown","Number","1"
"New Dwelling Completion","2013Q1","A45: Oldtown","Number","1"
"New Dwelling Completion","2013Q1","A63: Greystones","Number","7"
"New Dwelling Completion","2013Q1","A67: Wicklow","Number","7"
"New Dwelling Completion","2013Q1","A75: Castleblaney","Number","9"
"New Dwelling Completion","2013Q1","A81: Carrickmacross","Number","3"
"New Dwelling Completion","2013Q1","A82: Kells","Number","7"
"New Dwelling Completion","2013Q1","A83: Enfield","Number","2"
"New Dwelling Completion","2013Q1","A84: Ashbourne","Number","0"
"New Dwelling Completion","2013Q1","A85: Dunshaughlin","Number","2"
"New Dwelling Completion","2013Q1","A86: Dunboyne","Number","1"
"New Dwelling Completion","2013Q1","A91: Dundalk","Number","36"
"New Dwelling Completion","2013Q1","A92: Drogheda","Number","15"
"New Dwelling Completion","2013Q1","A94: Blackrock","Number","3"
"New Dwelling Completion","2013Q1","A96: Glenageary","Number","12"
"New Dwelling Completion","2013Q1","A98: Bray","Number","5"
"New Dwelling Completion","2013Q1","C15: Navan","Number","24"
"New Dwelling Completion","2013Q1","D01: Dublin 1","Number","1"
"New Dwelling Completion","2013Q1","D02: Dublin 2","Number","2"
"New Dwelling Completion","2013Q1","D03: Dublin 3","Number","0"
"New Dwelling Completion","2013Q1","D04: Dublin 4","Number","2"
"New Dwelling Completion","2013Q1","D05: Dublin 5","Number","8"
"New Dwelling Completion","2013Q1","D06: Dublin 6","Number","4"
"New Dwelling Completion","2013Q1","D07: Dublin 7","Number","9"
"New Dwelling Completion","2013Q1","D08: Dublin 8","Number","1"
"New Dwelling Completion","2013Q1","D09: Dublin 9","Number","9"
"New Dwelling Completion","2013Q1","D10: Dublin 10","Number","0"
"New Dwelling Completion","2013Q1","D11: Dublin 11","Number","1"
"New Dwelling Completion","2013Q1","D12: Dublin 12","Number","0"
"New Dwelling Completion","2013Q1","D13: Dublin 13","Number","1"
"New Dwelling Completion","2013Q1","D14: Dublin 14","Number","1"
"New Dwelling Completion","2013Q1","D15: Dublin 15","Number","8"
"New Dwelling Completion","2013Q1","D16: Dublin 16","Number","1"
"New Dwelling Completion","2013Q1","D17: Dublin 17","Number","0"
"New Dwelling Completion","2013Q1","D18: Dublin 18","Number","5"
"New Dwelling Completion","2013Q1","D20: Dublin 20","Number","0"
"New Dwelling Completion","2013Q1","D22: Dublin 22","Number","0"
"New Dwelling Completion","2013Q1","D24: Dublin 24","Number","18"
"New Dwelling Completion","2013Q1","D6W: Dublin 6W","Number","0"
"New Dwelling Completion","2013Q1","E21: Cahir","Number","1"
"New Dwelling Completion","2013Q1","E25: Cashel","Number","1"
"New Dwelling Completion","2013Q1","E32: Carrick-on-Suir","Number","3"
"New Dwelling Completion","2013Q1","E34: Tipperary","Number","3"
"New Dwelling Completion","2013Q1","E41: Thurles","Number","5"
"New Dwelling Completion","2013Q1","E45: Nenagh","Number","7"
"New Dwelling Completion","2013Q1","E53: Roscrea","Number","1"
"New Dwelling Completion","2013Q1","E91: Clonmel","Number","6"
"New Dwelling Completion","2013Q1","F12: Claremorris","Number","10"
"New Dwelling Completion","2013Q1","F23: Castlebar","Number","6"
"New Dwelling Completion","2013Q1","F26: Ballina","Number","14"
"New Dwelling Completion","2013Q1","F28: Westport","Number","7"
"New Dwelling Completion","2013Q1","F31: Ballinrobe","Number","3"
"New Dwelling Completion","2013Q1","F35: Ballyhaunis","Number","0"
"New Dwelling Completion","2013Q1","F42: Roscommon","Number","9"
"New Dwelling Completion","2013Q1","F45: Castlerea","Number","4"
"New Dwelling Completion","2013Q1","F52: Boyle","Number","3"
"New Dwelling Completion","2013Q1","F56: Ballymote","Number","7"
"New Dwelling Completion","2013Q1","F91: Sligo","Number","26"
"New Dwelling Completion","2013Q1","F92: Letterkenny","Number","22"
"New Dwelling Completion","2013Q1","F93: Lifford","Number","15"
"New Dwelling Completion","2013Q1","F94: Donegal","Number","17"
"New Dwelling Completion","2013Q1","H12: Cavan","Number","6"
"New Dwelling Completion","2013Q1","H14: Belturbet","Number","2"
"New Dwelling Completion","2013Q1","H16: Cootehill","Number","3"
"New Dwelling Completion","2013Q1","H18: Monaghan","Number","3"
"New Dwelling Completion","2013Q1","H23: Clones","Number","0"
"New Dwelling Completion","2013Q1","H53: Ballinasloe","Number","14"
"New Dwelling Completion","2013Q1","H54: Tuam","Number","8"
"New Dwelling Completion","2013Q1","H62: Loughrea","Number","7"
"New Dwelling Completion","2013Q1","H65: Athenry","Number","5"
"New Dwelling Completion","2013Q1","H71: Clifden","Number","0"
"New Dwelling Completion","2013Q1","H91: Galway","Number","49"
"New Dwelling Completion","2013Q1","K32: Balbriggan","Number","2"
"New Dwelling Completion","2013Q1","K34: Skerries","Number","2"
"New Dwelling Completion","2013Q1","K36: Malahide","Number","3"
"New Dwelling Completion","2013Q1","K45: Lusk","Number","0"
"New Dwelling Completion","2013Q1","K56: Rush","Number","1"
"New Dwelling Completion","2013Q1","K67: Swords","Number","3"
"New Dwelling Completion","2013Q1","K78: Lucan","Number","10"
"New Dwelling Completion","2013Q1","N37: Athlone","Number","7"
"New Dwelling Completion","2013Q1","N39: Longford","Number","8"
"New Dwelling Completion","2013Q1","N41: Carrick-on-Shannon","Number","4"
"New Dwelling Completion","2013Q1","N91: Mullingar","Number","9"
"New Dwelling Completion","2013Q1","P12: Macroom","Number","3"
"New Dwelling Completion","2013Q1","P14: Crookstown","Number","0"
"New Dwelling Completion","2013Q1","P17: Kinsale","Number","6"
"New Dwelling Completion","2013Q1","P24: Cobh","Number","0"
"New Dwelling Completion","2013Q1","P25: Midleton","Number","4"
"New Dwelling Completion","2013Q1","P31: Ballincollig","Number","6"
"New Dwelling Completion","2013Q1","P32: Rylane","Number","0"
"New Dwelling Completion","2013Q1","P36: Youghal","Number","1"
"New Dwelling Completion","2013Q1","P43: Carrigaline","Number","2"
"New Dwelling Completion","2013Q1","P47: Dunmanway","Number","3"
"New Dwelling Completion","2013Q1","P51: Mallow","Number","20"
"New Dwelling Completion","2013Q1","P56: Charleville","Number","1"
"New Dwelling Completion","2013Q1","P61: Fermoy","Number","3"
"New Dwelling Completion","2013Q1","P67: Mitchelstown","Number","1"
"New Dwelling Completion","2013Q1","P72: Bandon","Number","6"
"New Dwelling Completion","2013Q1","P75: Bantry","Number","9"
"New Dwelling Completion","2013Q1","P81: Skibbereen","Number","4"
"New Dwelling Completion","2013Q1","P85: Clonakilty","Number","8"
"New Dwelling Completion","2013Q1","R14: Athy","Number","4"
"New Dwelling Completion","2013Q1","R21: Mhuine Bheag","Number","2"
"New Dwelling Completion","2013Q1","R32: Portlaoise","Number","12"
"New Dwelling Completion","2013Q1","R35: Tullamore","Number","7"
"New Dwelling Completion","2013Q1","R42: Birr","Number","4"
"New Dwelling Completion","2013Q1","R45: Edenderry","Number","1"
"New Dwelling Completion","2013Q1","R51: Kildare","Number","2"
"New Dwelling Completion","2013Q1","R56: Curragh","Number","1"
"New Dwelling Completion","2013Q1","R93: Carlow","Number","4"
"New Dwelling Completion","2013Q1","R95: Kilkenny","Number","10"
"New Dwelling Completion","2013Q1","T12: Cork Southside","Number","13"
"New Dwelling Completion","2013Q1","T23: Cork Northside","Number","8"
"New Dwelling Completion","2013Q1","T34: Carrignavar","Number","1"
"New Dwelling Completion","2013Q1","T45: Glanmire","Number","8"
"New Dwelling Completion","2013Q1","T56: Watergrasshill","Number","4"
"New Dwelling Completion","2013Q1","V14: Shannon","Number","0"
"New Dwelling Completion","2013Q1","V15: Kilrush","Number","3"
"New Dwelling Completion","2013Q1","V23: Caherciveen","Number","3"
"New Dwelling Completion","2013Q1","V31: Listowel","Number","5"
"New Dwelling Completion","2013Q1","V35: Kilmallock","Number","6"
"New Dwelling Completion","2013Q1","V42: Newcastle West","Number","4"
"New Dwelling Completion","2013Q1","V92: Tralee","Number","17"
"New Dwelling Completion","2013Q1","V93: Killarney","Number","12"
